generation_number,alpha0y,xi,nicheidx1,amountniche1,amount_change1,nicheidx2,amountniche2,amount_change2,0,0.6,0,0,0,1,83,0
65,1,2,0,459,584,1,468,436,,,,,,,,
66,3.4,1.8,0,696,47,1,255,44,,,,,,,,
68,3,1.4,0,413,29,1,488,38,,,,,,,,
66,2.6,1.8,0,1,249,1,918,11,,,,,,,,
66,0.6,1.6,0,583,585,1,369,605,,,,,,,,
66,1.4,1.6,0,865,331,1,66,354,,,,,,,,
71,2,1.6,0,443,164,1,451,201,,,,,,,,
66,1,1.8,0,572,420,1,368,561,,,,,,,,
67,1.8,1.8,0,765,253,1,160,291,,,,,,,,
63,1.8,2,0,2,455,1,923,148,,,,,,,,
68,3.4,1.6,0,933,0,1,0,63,,,,,,,,
69,2.6,1.6,0,432,66,1,484,118,,,,,,,,
67,0.2,1.8,0,558,1245,1,380,1997,,,,,,,,
60,3.2,2,0,0,143,1,924,12,,,,,,,,
64,2.6,2,0,808,149,1,140,136,,,,,,,,
66,0.2,2,0,794,845,1,116,1025,,,,,,,,
66,1,2,0,527,593,1,412,441,,,,,,,,
67,3.4,1.8,0,770,47,1,125,45,,,,,,,,
67,2.6,1.8,0,2,254,1,926,11,,,,,,,,
69,3,1.4,0,363,31,1,529,39,,,,,,,,
67,0.6,1.6,0,644,594,1,287,615,,,,,,,,
67,1.4,1.6,0,738,334,1,204,359,,,,,,,,
72,2,1.6,0,260,170,1,660,201,,,,,,,,
67,1,1.8,0,426,429,1,506,569,,,,,,,,
68,1.8,1.8,0,592,255,1,120,298,,,,,,,,
64,1.8,2,0,5,465,1,913,148,,,,,,,,
69,3.4,1.6,0,940,0,1,0,63,,,,,,,,
70,2.6,1.6,0,363,67,1,567,118,,,,,,,,
68,0.2,1.8,0,443,1330,1,486,2012,,,,,,,,
67,0.2,2,0,827,848,1,109,1057,,,,,,,,
65,2.6,2,0,820,149,1,113,142,,,,,,,,
61,3.2,2,0,0,149,1,755,12,,,,,,,,
67,1,2,0,553,597,1,368,450,,,,,,,,
68,3.4,1.8,0,694,47,1,237,49,,,,,,,,
68,2.6,1.8,0,0,260,1,914,11,,,,,,,,
70,3,1.4,0,346,32,1,596,40,,,,,,,,
68,0.6,1.6,0,677,597,1,246,629,,,,,,,,
68,1.4,1.6,0,435,341,1,508,364,,,,,,,,
73,2,1.6,0,152,172,1,776,201,,,,,,,,
68,1,1.8,0,318,441,1,614,572,,,,,,,,
69,1.8,1.8,0,560,256,1,355,304,,,,,,,,
65,1.8,2,0,12,477,1,903,148,,,,,,,,
70,3.4,1.6,0,925,0,1,0,63,,,,,,,,
71,2.6,1.6,0,304,67,1,647,118,,,,,,,,
69,0.2,1.8,0,324,1353,1,552,2027,,,,,,,,
68,0.2,2,0,675,852,1,258,1087,,,,,,,,
66,2.6,2,0,821,149,1,97,144,,,,,,,,
62,3.2,2,0,0,150,1,926,12,,,,,,,,
68,1,2,0,510,606,1,410,455,,,,,,,,
69,3.4,1.8,0,406,48,1,518,50,,,,,,,,
69,2.6,1.8,0,0,263,1,909,11,,,,,,,,
71,3,1.4,0,319,32,1,620,41,,,,,,,,
69,0.6,1.6,0,611,605,1,306,646,,,,,,,,
74,2,1.6,0,123,179,1,816,201,,,,,,,,
70,1.8,1.8,0,351,260,1,588,306,,,,,,,,
69,1.4,1.6,0,164,346,1,762,365,,,,,,,,
69,1,1.8,0,217,447,1,730,576,,,,,,,,
66,1.8,2,0,32,488,1,684,148,,,,,,,,
71,3.4,1.6,0,888,0,1,0,65,,,,,,,,
72,2.6,1.6,0,192,69,1,736,118,,,,,,,,
70,0.2,1.8,0,305,1383,1,627,2041,,,,,,,,
69,0.2,2,0,296,874,1,611,1092,,,,,,,,
63,3.2,2,0,0,151,1,934,12,,,,,,,,
67,2.6,2,0,867,150,1,76,144,,,,,,,,
69,1,2,0,364,618,1,574,462,,,,,,,,
70,3.4,1.8,0,116,49,1,817,51,,,,,,,,
72,3,1.4,0,309,34,1,619,42,,,,,,,,
70,2.6,1.8,0,0,266,1,867,11,,,,,,,,
70,0.6,1.6,0,458,621,1,477,657,,,,,,,,
70,1.4,1.6,0,110,357,1,818,366,,,,,,,,
75,2,1.6,0,171,184,1,742,201,,,,,,,,
71,1.8,1.8,0,198,268,1,730,307,,,,,,,,
70,1,1.8,0,183,457,1,744,577,,,,,,,,
67,1.8,2,0,108,498,1,832,148,,,,,,,,
72,3.4,1.6,0,911,0,1,0,66,,,,,,,,
73,2.6,1.6,0,127,70,1,814,118,,,,,,,,
71,0.2,1.8,0,329,1400,1,609,2050,,,,,,,,
70,0.2,2,0,90,897,1,841,1095,,,,,,,,
68,2.6,2,0,883,150,1,1,145,,,,,,,,
64,3.2,2,0,0,152,1,928,12,,,,,,,,
71,3.4,1.8,0,42,51,1,875,51,,,,,,,,
70,1,2,0,227,628,1,687,468,,,,,,,,
73,3,1.4,0,315,36,1,619,43,,,,,,,,
71,2.6,1.8,0,0,274,1,893,11,,,,,,,,
71,0.6,1.6,0,356,635,1,587,663,,,,,,,,
76,2,1.6,0,327,185,1,610,204,,,,,,,,
72,1.8,1.8,0,169,278,1,761,307,,,,,,,,
71,1.4,1.6,0,193,370,1,735,367,,,,,,,,
71,1,1.8,0,201,466,1,735,579,,,,,,,,
68,1.8,2,0,95,506,1,793,149,,,,,,,,
73,3.4,1.6,0,917,0,1,0,66,,,,,,,,
74,2.6,1.6,0,118,72,1,811,119,,,,,,,,
71,0.2,2,0,49,922,1,863,1097,,,,,,,,
72,0.2,1.8,0,424,1419,1,487,2061,,,,,,,,
69,2.6,2,0,675,150,1,0,151,,,,,,,,
65,3.2,2,0,0,155,1,881,12,,,,,,,,
72,3.4,1.8,0,75,51,1,856,51,,,,,,,,
71,1,2,0,201,637,1,744,471,,,,,,,,
74,3,1.4,0,350,37,1,569,44,,,,,,,,
72,0.6,1.6,0,341,646,1,599,670,,,,,,,,
72,2.6,1.8,0,0,277,1,875,11,,,,,,,,
73,1.8,1.8,0,166,283,1,773,310,,,,,,,,
77,2,1.6,0,492,189,1,453,206,,,,,,,,
72,1.4,1.6,0,419,377,1,519,373,,,,,,,,
72,1,1.8,0,282,476,1,659,583,,,,,,,,
69,1.8,2,0,94,521,1,816,149,,,,,,,,
74,3.4,1.6,0,910,0,1,0,67,,,,,,,,
75,2.6,1.6,0,162,74,1,759,120,,,,,,,,
70,2.6,2,0,617,150,1,0,156,,,,,,,,
72,0.2,2,0,67,946,1,860,1101,,,,,,,,
73,0.2,1.8,0,580,1433,1,357,2079,,,,,,,,
73,3.4,1.8,0,164,52,1,771,51,,,,,,,,
66,3.2,2,0,0,161,1,940,12,,,,,,,,
72,1,2,0,212,652,1,716,478,,,,,,,,
75,3,1.4,0,399,37,1,540,44,,,,,,,,
73,0.6,1.6,0,402,658,1,526,676,,,,,,,,
73,2.6,1.8,0,0,282,1,913,11,,,,,,,,
74,1.8,1.8,0,238,290,1,707,311,,,,,,,,
78,2,1.6,0,565,193,1,325,211,,,,,,,,
73,1.4,1.6,0,669,377,1,274,381,,,,,,,,
73,1,1.8,0,463,481,1,461,593,,,,,,,,
70,1.8,2,0,77,531,1,872,149,,,,,,,,
75,3.4,1.6,0,938,0,1,0,67,,,,,,,,
76,2.6,1.6,0,274,75,1,657,120,,,,,,,,
73,0.2,2,0,110,962,1,833,1101,,,,,,,,
71,2.6,2,0,901,150,1,1,161,,,,,,,,
74,0.2,1.8,0,662,1443,1,280,2097,,,,,,,,
74,3.4,1.8,0,307,52,1,620,51,,,,,,,,
67,3.2,2,0,0,163,1,895,12,,,,,,,,
73,1,2,0,240,670,1,661,488,,,,,,,,
76,3,1.4,0,460,37,1,481,44,,,,,,,,
74,0.6,1.6,0,468,666,1,467,685,,,,,,,,
74,2.6,1.8,0,0,286,1,821,11,,,,,,,,
75,1.8,1.8,0,354,293,1,578,315,,,,,,,,
79,2,1.6,0,631,196,1,298,216,,,,,,,,
74,1.4,1.6,0,741,379,1,204,391,,,,,,,,
74,1,1.8,0,747,486,1,197,601,,,,,,,,
71,1.8,2,0,23,538,1,898,150,,,,,,,,
76,3.4,1.6,0,927,0,1,0,67,,,,,,,,
77,2.6,1.6,0,480,75,1,460,123,,,,,,,,
74,0.2,2,0,191,980,1,729,1107,,,,,,,,
72,2.6,2,0,917,150,1,2,169,,,,,,,,
75,0.2,1.8,0,616,1450,1,311,2125,,,,,,,,
74,1,2,0,296,684,1,627,494,,,,,,,,
75,3.4,1.8,0,496,52,1,445,52,,,,,,,,
68,3.2,2,0,0,166,1,920,12,,,,,,,,
77,3,1.4,0,518,38,1,416,45,,,,,,,,
75,0.6,1.6,0,449,670,1,462,692,,,,,,,,
75,2.6,1.8,0,1,294,1,936,11,,,,,,,,
76,1.8,1.8,0,525,294,1,414,322,,,,,,,,
80,2,1.6,0,552,198,1,388,219,,,,,,,,
75,1.4,1.6,0,671,383,1,256,398,,,,,,,,
72,1.8,2,0,25,543,1,831,150,,,,,,,,
75,1,1.8,0,851,487,1,90,612,,,,,,,,
77,3.4,1.6,0,866,0,1,0,68,,,,,,,,
78,2.6,1.6,0,692,75,1,235,126,,,,,,,,
75,0.2,2,0,283,995,1,645,1114,,,,,,,,
73,2.6,2,0,930,150,1,6,172,,,,,,,,
76,0.2,1.8,0,511,1467,1,426,2145,,,,,,,,
69,3.2,2,0,0,166,1,934,12,,,,,,,,
75,1,2,0,428,691,1,510,500,,,,,,,,
76,3.4,1.8,0,659,52,1,263,53,,,,,,,,
78,3,1.4,0,534,38,1,387,45,,,,,,,,
76,0.6,1.6,0,412,680,1,474,698,,,,,,,,
76,2.6,1.8,0,4,301,1,906,11,,,,,,,,
77,1.8,1.8,0,705,294,1,238,328,,,,,,,,
81,2,1.6,0,336,200,1,565,222,,,,,,,,
76,1.4,1.6,0,531,386,1,402,405,,,,,,,,
73,1.8,2,0,29,548,1,909,150,,,,,,,,
76,1,1.8,0,834,488,1,90,620,,,,,,,,
78,3.4,1.6,0,920,0,1,0,69,,,,,,,,
76,0.2,2,0,381,1009,1,560,1121,,,,,,,,
79,2.6,1.6,0,784,75,1,156,127,,,,,,,,
74,2.6,2,0,892,150,1,15,177,,,,,,,,
77,0.2,1.8,0,422,1483,1,514,2162,,,,,,,,
70,3.2,2,0,0,169,1,896,12,,,,,,,,
76,1,2,0,638,698,1,291,513,,,,,,,,
77,3.4,1.8,0,714,53,1,232,53,,,,,,,,
79,3,1.4,0,481,38,1,402,45,,,,,,,,
77,2.6,1.8,0,7,308,1,928,11,,,,,,,,
77,0.6,1.6,0,394,687,1,562,700,,,,,,,,
82,2,1.6,0,168,200,1,773,225,,,,,,,,
78,1.8,1.8,0,811,295,1,125,339,,,,,,,,
77,1,1.8,0,670,492,1,244,626,,,,,,,,
74,1.8,2,0,24,557,1,910,150,,,,,,,,
77,1.4,1.6,0,379,391,1,552,410,,,,,,,,
79,3.4,1.6,0,921,0,1,0,70,,,,,,,,
77,0.2,2,0,398,1023,1,513,1140,,,,,,,,
80,2.6,1.6,0,710,75,1,225,131,,,,,,,,
75,2.6,2,0,900,150,1,34,179,,,,,,,,
78,0.2,1.8,0,394,1502,1,537,2180,,,,,,,,
77,1,2,0,765,703,1,166,524,,,,,,,,
71,3.2,2,0,1,173,1,905,12,,,,,,,,
78,3.4,1.8,0,614,53,1,316,55,,,,,,,,
78,2.6,1.8,0,14,308,1,911,11,,,,,,,,
80,3,1.4,0,394,38,1,537,45,,,,,,,,
78,0.6,1.6,0,428,697,1,506,706,,,,,,,,
83,2,1.6,0,77,206,1,860,226,,,,,,,,
75,1.8,2,0,34,566,1,897,150,,,,,,,,
79,1.8,1.8,0,820,296,1,112,347,,,,,,,,
78,1,1.8,0,387,498,1,550,631,,,,,,,,
78,1.4,1.6,0,278,397,1,596,412,,,,,,,,
80,3.4,1.6,0,945,0,1,0,70,,,,,,,,
78,0.2,2,0,335,1033,1,404,1147,,,,,,,,
81,2.6,1.6,0,513,75,1,418,131,,,,,,,,
79,0.2,1.8,0,476,1516,1,456,2200,,,,,,,,
76,2.6,2,0,899,150,1,37,187,,,,,,,,
78,1,2,0,801,704,1,146,531,,,,,,,,
72,3.2,2,0,1,176,1,791,12,,,,,,,,
79,3.4,1.8,0,435,53,1,490,56,,,,,,,,
79,2.6,1.8,0,21,312,1,882,11,,,,,,,,
81,3,1.4,0,276,38,1,650,45,,,,,,,,
79,0.6,1.6,0,521,703,1,412,718,,,,,,,,
84,2,1.6,0,56,214,1,884,226,,,,,,,,
80,1.8,1.8,0,796,297,1,120,358,,,,,,,,
79,1,1.8,0,207,506,1,735,635,,,,,,,,
76,1.8,2,0,47,576,1,892,151,,,,,,,,
79,1.4,1.6,0,293,404,1,622,413,,,,,,,,
81,3.4,1.6,0,923,0,1,0,71,,,,,,,,
79,0.2,2,0,383,1045,1,556,1154,,,,,,,,
82,2.6,1.6,0,334,76,1,603,132,,,,,,,,
77,2.6,2,0,820,150,1,41,196,,,,,,,,
80,0.2,1.8,0,539,1526,1,387,2218,,,,,,,,
79,1,2,0,775,710,1,160,542,,,,,,,,
73,3.2,2,0,2,179,1,931,12,,,,,,,,
80,3.4,1.8,0,256,53,1,665,57,,,,,,,,
80,2.6,1.8,0,23,318,1,610,11,,,,,,,,
80,0.6,1.6,0,617,708,1,325,733,,,,,,,,
82,3,1.4,0,216,38,1,712,45,,,,,,,,
85,2,1.6,0,52,217,1,869,227,,,,,,,,
80,1,1.8,0,191,524,1,736,640,,,,,,,,
77,1.8,2,0,67,584,1,861,152,,,,,,,,
81,1.8,1.8,0,731,300,1,194,363,,,,,,,,
80,1.4,1.6,0,359,408,1,557,419,,,,,,,,
82,3.4,1.6,0,929,0,1,0,72,,,,,,,,
80,0.2,2,0,451,1054,1,458,1165,,,,,,,,
83,2.6,1.6,0,277,77,1,664,133,,,,,,,,
78,2.6,2,0,849,150,1,1,200,,,,,,,,
81,0.2,1.8,0,548,1536,1,385,2244,,,,,,,,
80,1,2,0,714,711,1,206,551,,,,,,,,
74,3.2,2,0,1,183,1,830,12,,,,,,,,
81,3.4,1.8,0,205,54,1,712,58,,,,,,,,
81,2.6,1.8,0,32,320,1,849,11,,,,,,,,
81,0.6,1.6,0,624,713,1,298,744,,,,,,,,
83,3,1.4,0,209,38,1,728,45,,,,,,,,
86,2,1.6,0,128,220,1,805,229,,,,,,,,
81,1,1.8,0,358,533,1,567,646,,,,,,,,
82,1.8,1.8,0,520,304,1,400,364,,,,,,,,
78,1.8,2,0,106,596,1,801,154,,,,,,,,
81,1.4,1.6,0,499,409,1,441,425,,,,,,,,
83,3.4,1.6,0,923,0,1,0,73,,,,,,,,
81,0.2,2,0,659,1062,1,275,1175,,,,,,,,
84,2.6,1.6,0,381,78,1,553,135,,,,,,,,
79,2.6,2,0,881,150,1,0,208,,,,,,,,
82,0.2,1.8,0,519,1545,1,427,2254,,,,,,,,
81,1,2,0,712,715,1,236,559,,,,,,,,
75,3.2,2,0,1,183,1,938,12,,,,,,,,
82,3.4,1.8,0,319,57,1,618,59,,,,,,,,
82,2.6,1.8,0,1,325,1,625,11,,,,,,,,
82,0.6,1.6,0,577,718,1,366,751,,,,,,,,
84,3,1.4,0,258,38,1,686,45,,,,,,,,
87,2,1.6,0,247,224,1,658,230,,,,,,,,
82,1,1.8,0,654,536,1,276,654,,,,,,,,
83,1.8,1.8,0,336,308,1,582,370,,,,,,,,
79,1.8,2,0,250,602,1,677,155,,,,,,,,
82,1.4,1.6,0,593,412,1,342,429,,,,,,,,
84,3.4,1.6,0,935,0,1,0,74,,,,,,,,
82,0.2,2,0,802,1065,1,124,1198,,,,,,,,
85,2.6,1.6,0,593,78,1,315,135,,,,,,,,
82,1,2,0,186,720,1,16,564,,,,,,,,
80,2.6,2,0,949,150,1,1,211,,,,,,,,
83,0.2,1.8,0,428,1562,1,504,2270,,,,,,,,
76,3.2,2,0,0,186,1,863,12,,,,,,,,
83,3.4,1.8,0,542,57,1,381,60,,,,,,,,
83,2.6,1.8,0,0,330,1,905,11,,,,,,,,
83,0.6,1.6,0,393,731,1,550,752,,,,,,,,
85,3,1.4,0,318,39,1,609,45,,,,,,,,
88,2,1.6,0,363,228,1,576,231,,,,,,,,
83,1,1.8,0,790,540,1,147,666,,,,,,,,
84,1.8,1.8,0,281,317,1,618,372,,,,,,,,
83,1.4,1.6,0,587,418,1,344,438,,,,,,,,
80,1.8,2,0,533,605,1,404,160,,,,,,,,
85,3.4,1.6,0,934,0,1,0,76,,,,,,,,
83,0.2,2,0,829,1067,1,88,1226,,,,,,,,
86,2.6,1.6,0,738,78,1,209,137,,,,,,,,
83,1,2,0,858,720,1,88,575,,,,,,,,
81,2.6,2,0,886,150,1,1,215,,,,,,,,
84,0.2,1.8,0,355,1588,1,571,2283,,,,,,,,
77,3.2,2,0,0,188,1,910,12,,,,,,,,
84,3.4,1.8,0,710,57,1,227,60,,,,,,,,
84,2.6,1.8,0,0,333,1,872,11,,,,,,,,
84,0.6,1.6,0,240,741,1,704,761,,,,,,,,
86,3,1.4,0,379,41,1,551,46,,,,,,,,
89,2,1.6,0,382,229,1,547,232,,,,,,,,
84,1,1.8,0,803,543,1,125,678,,,,,,,,
85,1.8,1.8,0,369,322,1,542,372,,,,,,,,
84,1.4,1.6,0,439,428,1,490,443,,,,,,,,
81,1.8,2,0,734,606,1,203,168,,,,,,,,
86,3.4,1.6,0,932,0,1,0,77,,,,,,,,
84,0.2,2,0,788,1070,1,148,1256,,,,,,,,
87,2.6,1.6,0,738,78,1,188,140,,,,,,,,
84,1,2,0,792,721,1,141,595,,,,,,,,
82,2.6,2,0,932,150,1,0,218,,,,,,,,
85,0.2,1.8,0,326,1610,1,594,2292,,,,,,,,
78,3.2,2,0,0,190,1,931,12,,,,,,,,
85,3.4,1.8,0,759,57,1,171,60,,,,,,,,
85,2.6,1.8,0,1,340,1,937,11,,,,,,,,
85,0.6,1.6,0,129,755,1,814,761,,,,,,,,
87,3,1.4,0,423,41,1,504,46,,,,,,,,
85,1,1.8,0,776,547,1,157,688,,,,,,,,
90,2,1.6,0,352,232,1,557,234,,,,,,,,
86,1.8,1.8,0,571,325,1,364,376,,,,,,,,
85,1.4,1.6,0,320,431,1,607,446,,,,,,,,
87,3.4,1.6,0,682,0,1,0,77,,,,,,,,
82,1.8,2,0,759,607,1,154,173,,,,,,,,
85,0.2,2,0,662,1074,1,269,1275,,,,,,,,
88,2.6,1.6,0,678,80,1,247,142,,,,,,,,
85,1,2,0,570,728,1,361,605,,,,,,,,
83,2.6,2,0,929,150,1,0,221,,,,,,,,
86,0.2,1.8,0,346,1626,1,559,2304,,,,,,,,
79,3.2,2,0,0,190,1,870,12,,,,,,,,
86,3.4,1.8,0,730,57,1,201,61,,,,,,,,
86,2.6,1.8,0,0,346,1,923,11,,,,,,,,
86,0.6,1.6,0,57,787,1,823,765,,,,,,,,
88,3,1.4,0,431,41,1,504,46,,,,,,,,
86,1,1.8,0,667,553,1,239,701,,,,,,,,
87,1.8,1.8,0,750,326,1,186,382,,,,,,,,
91,2,1.6,0,302,240,1,614,236,,,,,,,,
86,1.4,1.6,0,298,435,1,634,447,,,,,,,,
88,3.4,1.6,0,931,0,1,0,78,,,,,,,,
83,1.8,2,0,705,608,1,232,179,,,,,,,,
86,0.2,2,0,544,1082,1,404,1290,,,,,,,,
89,2.6,1.6,0,557,81,1,381,145,,,,,,,,
86,1,2,0,293,736,1,644,608,,,,,,,,
84,2.6,2,0,921,150,1,0,228,,,,,,,,
87,0.2,1.8,0,433,1645,1,481,2319,,,,,,,,
80,3.2,2,0,0,193,1,929,12,,,,,,,,
87,3.4,1.8,0,577,57,1,350,64,,,,,,,,
87,2.6,1.8,0,0,347,1,899,11,,,,,,,,
87,0.6,1.6,0,40,804,1,895,765,,,,,,,,
89,3,1.4,0,363,41,1,565,46,,,,,,,,
87,1,1.8,0,535,561,1,401,706,,,,,,,,
88,1.8,1.8,0,817,327,1,106,388,,,,,,,,
92,2,1.6,0,216,246,1,605,238,,,,,,,,
89,3.4,1.6,0,891,0,1,0,78,,,,,,,,
87,1.4,1.6,0,297,439,1,633,448,,,,,,,,
84,1.8,2,0,452,615,1,479,183,,,,,,,,
87,0.2,2,0,456,1091,1,479,1307,,,,,,,,
87,1,2,0,137,743,1,791,611,,,,,,,,
90,2.6,1.6,0,414,84,1,503,145,,,,,,,,
88,0.2,1.8,0,572,1655,1,356,2340,,,,,,,,
85,2.6,2,0,935,150,1,1,233,,,,,,,,
81,3.2,2,0,0,195,1,939,12,,,,,,,,
88,3.4,1.8,0,483,57,1,439,64,,,,,,,,
88,2.6,1.8,0,0,350,1,851,11,,,,,,,,
88,0.6,1.6,0,50,818,1,834,765,,,,,,,,
90,3,1.4,0,233,41,1,711,46,,,,,,,,
88,1,1.8,0,317,565,1,636,711,,,,,,,,
89,1.8,1.8,0,822,327,1,108,399,,,,,,,,
90,3.4,1.6,0,914,0,1,0,78,,,,,,,,
88,1.4,1.6,0,292,443,1,653,451,,,,,,,,
85,1.8,2,0,187,622,1,733,185,,,,,,,,
93,2,1.6,0,304,250,1,573,239,,,,,,,,
88,0.2,2,0,446,1111,1,491,1317,,,,,,,,
88,1,2,0,95,761,1,842,613,,,,,,,,
91,2.6,1.6,0,309,84,1,617,145,,,,,,,,
89,0.2,1.8,0,611,1669,1,305,2359,,,,,,,,
82,3.2,2,0,0,198,1,926,12,,,,,,,,
86,2.6,2,0,935,150,1,0,234,,,,,,,,
89,3.4,1.8,0,395,58,1,531,65,,,,,,,,
89,2.6,1.8,0,0,355,1,893,11,,,,,,,,
89,0.6,1.6,0,91,832,1,823,766,,,,,,,,
91,3,1.4,0,140,41,1,747,46,,,,,,,,
89,1,1.8,0,150,575,1,767,715,,,,,,,,
90,1.8,1.8,0,722,329,1,198,403,,,,,,,,
89,1.4,1.6,0,265,452,1,658,454,,,,,,,,
91,3.4,1.6,0,922,0,1,0,80,,,,,,,,
86,1.8,2,0,69,633,1,853,185,,,,,,,,
94,2,1.6,0,269,253,1,659,241,,,,,,,,
89,0.2,2,0,454,1125,1,450,1329,,,,,,,,
89,1,2,0,102,774,1,834,618,,,,,,,,
92,2.6,1.6,0,328,86,1,534,146,,,,,,,,
83,3.2,2,0,0,200,1,939,12,,,,,,,,
90,0.2,1.8,0,592,1679,1,353,2372,,,,,,,,
87,2.6,2,0,927,150,1,1,242,,,,,,,,
90,3.4,1.8,0,474,59,1,465,67,,,,,,,,
90,2.6,1.8,0,1,359,1,916,11,,,,,,,,
90,0.6,1.6,0,216,843,1,719,770,,,,,,,,
92,3,1.4,0,142,42,1,783,46,,,,,,,,
90,1,1.8,0,101,590,1,839,715,,,,,,,,
91,1.8,1.8,0,456,333,1,483,407,,,,,,,,
90,1.4,1.6,0,255,463,1,683,456,,,,,,,,
92,3.4,1.6,0,814,0,1,0,81,,,,,,,,
87,1.8,2,0,25,649,1,895,185,,,,,,,,
95,2,1.6,0,186,258,1,721,242,,,,,,,,
90,0.2,2,0,470,1137,1,460,1338,,,,,,,,
90,1,2,0,148,791,1,801,620,,,,,,,,
93,2.6,1.6,0,462,88,1,461,148,,,,,,,,
84,3.2,2,0,0,206,1,911,12,,,,,,,,
91,0.2,1.8,0,562,1686,1,380,2391,,,,,,,,
88,2.6,2,0,916,150,1,0,246,,,,,,,,
91,3.4,1.8,0,670,59,1,242,69,,,,,,,,
91,2.6,1.8,0,2,364,1,928,11,,,,,,,,
91,0.6,1.6,0,372,848,1,557,775,,,,,,,,
93,3,1.4,0,261,42,1,667,46,,,,,,,,
91,1,1.8,0,145,608,1,753,715,,,,,,,,
92,1.8,1.8,0,255,342,1,686,409,,,,,,,,
91,1.4,1.6,0,240,468,1,690,461,,,,,,,,
93,3.4,1.6,0,938,0,1,0,82,,,,,,,,
88,1.8,2,0,51,659,1,831,186,,,,,,,,
96,2,1.6,0,145,261,1,791,243,,,,,,,,
91,0.2,2,0,401,1154,1,535,1348,,,,,,,,
91,1,2,0,185,807,1,763,623,,,,,,,,
94,2.6,1.6,0,622,89,1,292,152,,,,,,,,
92,0.2,1.8,0,590,1690,1,356,2405,,,,,,,,
85,3.2,2,0,0,207,1,908,12,,,,,,,,
92,3.4,1.8,0,758,59,1,180,69,,,,,,,,
89,2.6,2,0,843,150,1,0,252,,,,,,,,
92,2.6,1.8,0,7,368,1,920,11,,,,,,,,
92,0.6,1.6,0,449,854,1,487,779,,,,,,,,
94,3,1.4,0,493,42,1,458,47,,,,,,,,
92,1,1.8,0,388,618,1,349,722,,,,,,,,
92,1.4,1.6,0,235,472,1,680,465,,,,,,,,
93,1.8,1.8,0,167,348,1,764,412,,,,,,,,
94,3.4,1.6,0,839,0,1,0,83,,,,,,,,
89,1.8,2,0,182,666,1,712,189,,,,,,,,
97,2,1.6,0,96,265,1,835,244,,,,,,,,
92,0.2,2,0,366,1161,1,556,1358,,,,,,,,
92,1,2,0,239,824,1,698,627,,,,,,,,
95,2.6,1.6,0,792,89,1,147,154,,,,,,,,
93,0.2,1.8,0,611,1697,1,318,2421,,,,,,,,
86,3.2,2,0,0,209,1,784,12,,,,,,,,
93,3.4,1.8,0,640,61,1,266,71,,,,,,,,
90,2.6,2,0,930,150,1,0,260,,,,,,,,
93,2.6,1.8,0,13,371,1,928,11,,,,,,,,
93,0.6,1.6,0,448,863,1,479,784,,,,,,,,
93,1,1.8,0,625,625,1,307,733,,,,,,,,
95,3,1.4,0,716,42,1,219,48,,,,,,,,
94,1.8,1.8,0,168,355,1,768,415,,,,,,,,
93,1.4,1.6,0,291,474,1,650,470,,,,,,,,
95,3.4,1.6,0,928,0,1,0,83,,,,,,,,
90,1.8,2,0,538,669,1,405,192,,,,,,,,
98,2,1.6,0,91,268,1,732,247,,,,,,,,
93,0.2,2,0,381,1171,1,564,1365,,,,,,,,
93,1,2,0,216,831,1,723,630,,,,,,,,
96,2.6,1.6,0,851,89,1,82,156,,,,,,,,
94,0.2,1.8,0,620,1704,1,319,2442,,,,,,,,
87,3.2,2,0,0,210,1,933,12,,,,,,,,
94,3.4,1.8,0,433,64,1,504,73,,,,,,,,
91,2.6,2,0,925,150,1,0,267,,,,,,,,
94,2.6,1.8,0,31,375,1,885,11,,,,,,,,
94,0.6,1.6,0,378,874,1,560,794,,,,,,,,
94,1,1.8,0,563,630,1,365,739,,,,,,,,
96,3,1.4,0,816,42,1,123,49,,,,,,,,
95,1.8,1.8,0,130,358,1,744,417,,,,,,,,
94,1.4,1.6,0,420,478,1,522,477,,,,,,,,
96,3.4,1.6,0,931,0,1,0,84,,,,,,,,
91,1.8,2,0,752,672,1,179,201,,,,,,,,
99,2,1.6,0,121,272,1,795,249,,,,,,,,
94,0.2,2,0,434,1188,1,496,1373,,,,,,,,
94,1,2,0,164,842,1,767,635,,,,,,,,
97,2.6,1.6,0,859,89,1,72,157,,,,,,,,
88,3.2,2,0,0,211,1,932,12,,,,,,,,
95,0.2,1.8,0,486,1720,1,424,2457,,,,,,,,
95,3.4,1.8,0,337,66,1,606,73,,,,,,,,
92,2.6,2,0,780,150,1,0,273,,,,,,,,
95,2.6,1.8,0,73,378,1,853,11,,,,,,,,
95,0.6,1.6,0,289,883,1,663,800,,,,,,,,
95,1,1.8,0,460,635,1,475,745,,,,,,,,
96,1.8,1.8,0,162,364,1,778,419,,,,,,,,
97,3,1.4,0,793,42,1,131,49,,,,,,,,
0,2.2,1.6,0,12,0,1,7,0,,,,,,,,
95,1.4,1.6,0,533,480,1,392,482,,,,,,,,
97,3.4,1.6,0,943,0,1,0,84,,,,,,,,
92,1.8,2,0,779,673,1,156,208,,,,,,,,
95,0.2,2,0,510,1202,1,433,1383,,,,,,,,
95,1,2,0,154,858,1,790,636,,,,,,,,
98,2.6,1.6,0,759,89,1,182,158,,,,,,,,
